Brand,OS_Platform,Resolution_Type,Inches,Launch_Year,Price,Review_Count,Rating
ONIDA,Google TV,HD Ready,32.0,2024,13990,1565,4.2
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Samsung,Google TV,Ultra HD (4K),75.0,2018,357999,1565,4.2
LG,WebOS,Ultra HD (4K),43.0,2021,37070,382,4.5
Samsung,Google TV,Ultra HD (4K),55.0,2024,64990,1565,4.2
Haier,Google TV,Ultra HD (4K),75.0,2025,129990,1565,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
Samsung,Google TV,Ultra HD,65.0,2022,249990,1565,4.2
XIAOMI,Android,Ultra HD (4K),50.0,2022,34999,5753,4.3
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
Samsung,Google TV,Ultra HD (4K),75.0,2025,189990,1565,4.2
TCL,Google TV,Ultra HD (4K),75.0,2025,79990,8,4.1
Samsung,Google TV,Ultra HD (4K),55.0,2022,144922,221,4.2
Haier,Android,Ultra HD (4K),43.0,2022,51990,0,5.0
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
LG,WebOS,Ultra HD (4K),50.0,2025,37990,1690,4.4
Reliance,Google TV,HD Ready,32.0,2025,11990,17,4.2
Admiral,Google TV,Ultra HD (4K),43.0,2024,18499,47,4.2
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Lloyd,WebOS,Ultra HD (4K),43.0,2023,27260,1565,4.2
Haier,Google TV,Ultra HD (4K),55.0,2023,50990,1,4.3
acerpure,Google TV,Ultra HD (4K),43.0,2024,20499,456,4.2
TCL,Google TV,Ultra HD (4K),98.0,2023,219990,0,3.5
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
TCL,Google TV,Ultra HD (4K),65.0,2025,58990,22,4.2
TOSHIBA,Google TV,Ultra HD (4K),55.0,2025,33999,360,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
TCL,Google TV,Ultra HD (4K),75.0,2025,72990,12,4.2
Acer,Google TV,Full HD,43.0,2023,19999,688,4.2
Hisense,Google TV,Ultra HD (4K),50.0,2023,30999,918,4.3
XIAOMI,Android,HD Ready,32.0,2022,16999,1,3.8
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
Hisense,Google TV,Ultra HD (4K),43.0,2025,26999,918,4.3
Panasonic,Google TV,Ultra HD (4K),55.0,2023,41990,1214,4.3
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
LG,WebOS,Ultra HD (4K),50.0,2025,37990,1690,4.4
iFFALCON,Google TV,Ultra HD (4K),55.0,2023,33999,432,4.2
Acer,Android,Ultra HD (4K),70.0,2023,64990,2,4.4
ONIDA,Android,HD Ready,32.0,2023,13314,126,4.2
XIAOMI,Google TV,Ultra HD (4K),43.0,2023,28990,5753,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
LG,WebOS,Ultra HD (4K),65.0,2021,69990,2015,4.4
BESTON,Google TV,Ultra HD (4K),75.0,2025,61999,7,4.4
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Samsung,Google TV,HD Ready,50.0,2021,26900,0,3.8
Samsung,Android,Ultra HD (4K),65.0,2024,69990,1565,4.2
SONY,Google TV,Ultra HD (4K),65.0,2022,79990,59,4.6
Samsung,Google TV,Ultra HD (4K),98.0,2024,479990,1565,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
Samsung,Google TV,Ultra HD (4K),65.0,2024,69990,1565,4.2
Hisense,Google TV,Ultra HD (4K),43.0,2023,27999,456,4.2
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
LG,WebOS,Ultra HD (4K),50.0,2023,46791,1565,4.2
SONY,Google TV,Ultra HD (4K),65.0,2024,208990,1565,4.2
Infinix,WebOS,Ultra HD (4K),55.0,2023,37999,319,4.1
Samsung,Google TV,Ultra HD (4K),50.0,2025,62490,1565,4.2
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
TOSHIBA,Google TV,Ultra HD (4K),65.0,2024,57999,0,3.5
TOSHIBA,Google TV,Ultra HD (4K),85.0,2025,149999,216,4.2
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Thomson,Google TV,Ultra HD (4K),65.0,2025,43999,5397,4.4
ONIDA,Google TV,HD Ready,32.0,2024,13990,1565,4.2
IAIR,Android,HD Ready,32.0,2024,11200,8,3.6
Mi,Android,HD Ready,32.0,2022,15209,7913,4.3
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
Samsung,Google TV,Ultra HD (4K),55.0,2024,53990,0,4.3
Reliance,Google TV,HD Ready,32.0,2025,12499,17,4.2
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),75.0,2020,339699,1565,4.2
Sansui,Google TV,Ultra HD (4K),50.0,2023,30910,244,4.2
Samsung,Google TV,Ultra HD (4K),75.0,2024,294990,1565,4.2
Acer,Google TV,Ultra HD (4K),75.0,2023,69999,569,4.2
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
LG,WebOS,Ultra HD (4K),50.0,2025,37990,1690,4.4
Samsung,Google TV,Ultra HD (4K),50.0,2024,46990,0,4.8
Hisense,Google TV,Ultra HD (4K),55.0,2023,44999,29,4.3
TCL,Google TV,Ultra HD (4K),85.0,2024,129990,1,4.2
Samsung,Google TV,Ultra HD (4K),43.0,2022,55990,221,4.2
Hisense,Google TV,Ultra HD (4K),55.0,2022,35999,894,4.3
Samsung,Google TV,Ultra HD (4K),43.0,2024,51490,1,4.7
acerpure,Google TV,Ultra HD (4K),65.0,2024,46999,217,4.1
acerpure,Google TV,HD Ready,32.0,2024,10999,217,4.1
Samsung,Google TV,Ultra HD,75.0,2022,377990,1565,4.2
Vu,Google TV,Ultra HD (4K),65.0,2023,45999,728,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2024,45890,0,3.5
Blaupunkt,Google TV,Ultra HD (4K),55.0,2023,28999,1807,4.5
Samsung,Google TV,Ultra HD (4K),55.0,2024,97990,1,4.5
Samsung,Google TV,Ultra HD (4K),43.0,2024,36490,0,3.7
Samsung,Google TV,Ultra HD,65.0,2022,249990,1565,4.2
TCL,Google TV,Ultra HD (4K),75.0,2025,79990,8,4.1
Samsung,Google TV,Ultra HD (4K),55.0,2022,144922,221,4.2
Samsung,Google TV,HD Ready,32.0,2022,14250,0,4.0
Hisense,Google TV,Ultra HD (4K),65.0,2024,79999,11,4.1
Samsung,Google TV,Ultra HD (4K),65.0,2022,134990,221,4.2
Hisense,Google TV,Ultra HD (4K),65.0,2025,79999,1,2.7
LG,WebOS,Ultra HD (4K),75.0,2019,338599,1565,4.2
LG,WebOS,Ultra HD (4K),65.0,2025,204990,1565,4.2
IMPEX,Linux,HD Ready,32.0,2024,8071,10,4.0
TOSHIBA,Google TV,Ultra HD (4K),65.0,2023,62999,78,4.2
Panasonic,Google TV,Full HD,43.0,2023,24580,1,5.0
Samsung,Google TV,Full HD,43.0,2022,24999,0,4.0
Blaupunkt,Google TV,Ultra HD (4K),65.0,2025,44999,2749,4.5
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Samsung,Google TV,Ultra HD (4K),55.0,2024,68490,1565,4.2
Samsung,Google TV,Ultra HD (4K),65.0,2024,141990,1,4.0
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Blaupunkt,Android,Full HD,40.0,2025,15499,2749,4.5
Reliance,Google TV,Ultra HD (4K),55.0,2024,31490,0,2.8
Daiwa,WebOS,Ultra HD (4K),43.0,2024,21999,334,4.2
TOSHIBA,Google TV,Ultra HD (4K),85.0,2023,179999,3,4.1
Samtonic,Linux,HD Ready,32.0,2023,7379,9,3.9
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
Samsung,Android,Ultra HD (4K),65.0,2024,69990,1565,4.2
Samsung,Google TV,Ultra HD (4K),65.0,2025,64990,3724,4.3
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
KODAK,Google TV,HD Ready,32.0,2017,7999,2511,4.1
Infinix,WebOS,Ultra HD (4K),65.0,2023,47999,319,4.1
Samsung,Google TV,Ultra HD (4K),65.0,2024,69990,1565,4.2
IMPEX,Google TV,Ultra HD (4K),55.0,2023,42000,1,5.0
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
Haier,Google TV,Ultra HD (4K),55.0,2024,60990,1,4.5
SONY,Google TV,Ultra HD (4K),55.0,2024,82760,1565,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
TCL,Google TV,Ultra HD (4K),85.0,2024,129990,1,4.2
Hisense,Google TV,Ultra HD (4K),55.0,2022,35999,894,4.3
acerpure,Google TV,HD Ready,32.0,2024,10999,217,4.1
acerpure,Google TV,Ultra HD (4K),65.0,2024,46999,217,4.1
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Haier,Google TV,HD Ready,32.0,2023,11950,0,4.3
Vu,Android,Ultra HD (4K),65.0,2016,110199,15,3.9
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
Samsung,Google TV,Ultra HD (4K),65.0,2019,178999,1565,4.2
iMEE,Android,Full HD,43.0,2024,17100,1565,4.2
Samsung,Google TV,Ultra HD (4K),50.0,2024,49899,1,4.2
Lloyd,WebOS,Ultra HD (4K),43.0,2023,28199,36,4.5
LG,WebOS,Ultra HD (4K),50.0,2025,37990,1690,4.4
LG,WebOS,Ultra HD (4K),65.0,2025,68990,1690,4.4
Samsung,Google TV,Ultra HD,75.0,2022,377990,1565,4.2
ONIDA,Google TV,HD Ready,32.0,2024,13990,1565,4.2
XIAOMI,Google TV,Ultra HD (4K),43.0,2025,30999,141,4.0
LG,WebOS,Ultra HD (4K),43.0,2025,31990,1690,4.4
LG,WebOS,Ultra HD (4K),55.0,2024,114999,1565,4.2
CANDY,Google TV,Ultra HD (4K),55.0,2023,41990,27,4.2
Reliance,Google TV,Full HD,32.0,2024,11999,1,3.9
Coocaa,Linux,HD Ready,32.0,2019,11999,1216,4.2
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Samsung,Google TV,Ultra HD (4K),49.0,2016,109499,12,4.4
Sansui,Google TV,HD Ready,32.0,2023,12990,8,4.1
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Acer,Google TV,Ultra HD (4K),43.0,2024,26490,17,4.0
Hisense,Google TV,Ultra HD (4K),55.0,2022,52699,95,4.3
Samsung,Google TV,Ultra HD,65.0,2022,249990,1565,4.2
LG,WebOS,Ultra HD (4K),55.0,2021,51990,135,4.4
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
INVANTER,Android,HD Ready,32.0,2023,11500,1,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,89990,1565,4.2
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
Samsung,Google TV,Ultra HD (4K),55.0,2024,99990,2,5.0
XIAOMI,Android,Ultra HD (4K),55.0,2021,41999,2870,4.3
LG,WebOS,Ultra HD (4K),55.0,2023,119990,0,3.6
SONY,Android,Ultra HD (4K),75.0,2022,249990,1565,4.2
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Haier,Google TV,Ultra HD (4K),55.0,2023,38990,68,4.3
Samsung,Google TV,Ultra HD,75.0,2023,486509,1565,4.2
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
realme,Android,Full HD,43.0,2022,18099,23412,4.3
Samsung,Google TV,Ultra HD (4K),75.0,2024,162999,1565,4.2
Samsung,Google TV,Ultra HD (4K),65.0,2024,99180,1565,4.2
Coocaa,Linux,HD Ready,32.0,2019,11999,1216,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
Reliance,Google TV,Full HD,32.0,2024,11999,1,3.9
LG,WebOS,Ultra HD (4K),65.0,2022,74990,135,4.4
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
Samsung,Google TV,Ultra HD (4K),65.0,2022,71990,1565,4.2
Samsung,Google TV,Ultra HD (4K),75.0,2024,113900,0,3.0
XIAOMI,Android,Full HD,40.0,2021,21299,3305,4.3
LG,WebOS,Full HD,32.0,2022,15225,3,4.3
Thomson,Google TV,Ultra HD (4K),50.0,2025,24999,5397,4.4
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
Reliance,Google TV,Full HD,32.0,2024,12490,41,3.9
Coocaa,Linux,Ultra HD (4K),50.0,2019,28599,96,4.1
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Samsung,Google TV,Ultra HD (4K),55.0,2023,109990,1,4.1
MOTOROLA,Google TV,Ultra HD (4K),65.0,2024,64999,71,4.3
Samsung,Google TV,Ultra HD (4K),65.0,2021,89990,1565,4.2
Haier,Google TV,Ultra HD (4K),65.0,2024,83990,1,4.5
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Samsung,Google TV,HD Ready,32.0,2022,29990,6,4.5
IMPEX,Linux,Full HD,43.0,2024,16355,10,4.0
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
Samsung,Google TV,Ultra HD (4K),55.0,2024,64990,1565,4.2
Acer,Google TV,Ultra HD (4K),65.0,2024,49999,173,4.0
Vu,Android,Ultra HD (4K),65.0,2016,110199,15,3.9
NOAX,Android,Full HD,32.0,2024,10430,1565,4.2
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),55.0,2020,104199,7,4.7
Samsung,Google TV,Ultra HD (4K),55.0,2024,73490,0,3.9
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
LG,WebOS,Ultra HD (4K),50.0,2025,37990,1690,4.4
LG,WebOS,HD Ready,32.0,2025,16999,1565,4.2
iMEE,Android,Full HD,43.0,2024,15999,1565,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2020,49990,2,3.9
LG,WebOS,Ultra HD (4K),43.0,2021,36990,2015,4.4
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Samsung,Google TV,Ultra HD (4K),43.0,2024,33490,1,4.8
AISEN,Android,HD Ready,32.0,2023,10490,1565,4.2
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
LG,WebOS,Ultra HD (4K),43.0,2023,33800,1565,4.2
LG,WebOS,Full HD,32.0,2022,21799,7,4.5
SONY,Google TV,Ultra HD (4K),50.0,2024,56990,12,4.6
XIAOMI,Android,Ultra HD (4K),55.0,2019,41599,5753,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
REDMI,FireTv OS,HD Ready,32.0,2023,12450,0,4.1
LG,WebOS,Ultra HD (4K),65.0,2023,179990,108,4.4
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
AISEN,Google TV,HD Ready,40.0,2023,13990,1565,4.2
IMPEX,Linux,HD Ready,32.0,2024,8071,10,4.0
XIAOMI,Android,Ultra HD (4K),50.0,2019,37899,5753,4.3
Samsung,Google TV,Ultra HD (4K),50.0,2016,99599,8,4.3
Thomson,Google TV,Ultra HD (4K),50.0,2025,24999,5397,4.4
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
Samsung,Google TV,Ultra HD (4K),50.0,2025,51990,1565,4.2
SONY,Android,Ultra HD (4K),75.0,2022,139990,2,5.0
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
JVC,Android,Ultra HD (4K),65.0,2022,64500,1565,4.2
LG,WebOS,Ultra HD (4K),75.0,2019,196199,1,2.5
LG,WebOS,Ultra HD (4K),50.0,2021,45900,0,4.3
Samsung,Linux,HD Ready,32.0,2019,16999,4,3.9
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Samsung,Google TV,Ultra HD (4K),65.0,2020,109990,1565,4.2
Samsung,Google TV,Ultra HD (4K),65.0,2022,149990,1,4.7
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
vistek,Android,HD Ready,40.0,2023,12523,1565,4.2
iMEE,Android,HD Ready,32.0,2022,14199,1,1.0
LG,WebOS,Ultra HD (4K),55.0,2021,47776,0,3.0
LG,WebOS,Ultra HD (4K),65.0,2018,186489,13,4.4
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
Samsung,Google TV,Ultra HD (4K),55.0,2022,49990,1,3.6
Samsung,Google TV,Ultra HD (4K),75.0,2024,109990,1565,4.2
LG,WebOS,Ultra HD (4K),50.0,2025,37990,1690,4.4
Thomson,Google TV,Ultra HD (4K),50.0,2025,24999,5397,4.4
Samsung,Google TV,Ultra HD,65.0,2023,269990,1565,4.2
Samsung,Google TV,Ultra HD (4K),85.0,2024,339990,1565,4.2
LG,WebOS,Ultra HD (4K),70.0,2022,70890,1565,4.2
Sansui,Google TV,Ultra HD (4K),65.0,2023,54990,1,4.0
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Hisense,Android,Full HD,43.0,2022,22490,19,4.1
XIAOMI,Android,Ultra HD (4K),50.0,2022,34999,5753,4.3
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Acer,Android,Ultra HD (4K),70.0,2023,64990,2,4.4
SONY,Android,Ultra HD (4K),43.0,2024,40490,12,4.6
Samsung,Google TV,HD Ready,32.0,2022,13990,3,4.2
SONY,Google TV,Ultra HD (4K),55.0,2024,139990,1565,4.2
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
TCL,Google TV,Ultra HD (4K),75.0,2025,104990,3,4.2
BPL,Android,Full HD,43.0,2020,21592,6,4.1
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
LG,WebOS,Ultra HD (4K),75.0,2023,236199,0,3.0
LG,WebOS,Ultra HD (4K),55.0,2023,46990,1565,4.2
Sansui,Google TV,Ultra HD (4K),55.0,2022,36940,109,4.2
XElectron,Android,Ultra HD (4K),43.0,2022,17999,166,4.1
Foxsky,Google TV,HD Ready,32.0,2024,7499,1045,4.3
Foxsky,Android,HD Ready,32.0,2023,6999,1855,4.1
Samsung,Google TV,Ultra HD (4K),65.0,2021,66990,1323,4.4
Samsung,Google TV,Ultra HD (4K),55.0,2023,59990,66,4.4
XIAOMI,FireTv OS,HD Ready,32.0,2025,11999,6401,4.3
Hisense,Google TV,Full HD,43.0,2024,19499,483,4.2
Sansui,Android,Ultra HD (4K),43.0,2020,27303,244,4.2
Haier,Google TV,Ultra HD (4K),50.0,2021,38900,1565,4.2
LG,Google TV,Full HD,32.0,2022,20559,2,4.4
LG,WebOS,Ultra HD (4K),65.0,2022,64990,2015,4.4
Samsung,Google TV,Ultra HD (4K),55.0,2025,41990,3724,4.3
XIAOMI,FireTv OS,Ultra HD (4K),55.0,2025,37999,141,4.0
SONY,Google TV,Ultra HD (4K),43.0,2021,54990,79,4.7
Thomson,Android,Ultra HD (4K),55.0,2020,38399,9600,4.4
Foxsky,Google TV,Ultra HD (4K),43.0,2024,16999,1045,4.3
XIAOMI,Google TV,Ultra HD (4K),55.0,2025,42999,141,4.0
XIAOMI,Android,Ultra HD (4K),50.0,2021,41999,2870,4.3
Infinix,Android,Ultra HD (4K),50.0,2022,29999,218,4.2
Haier,Google TV,Ultra HD (4K),75.0,2023,89990,1565,4.2
Samsung,Linux,Ultra HD (4K),43.0,2020,37990,4,4.4
LG,WebOS,Ultra HD (4K),55.0,2025,43990,1690,4.4
LG,WebOS,Ultra HD (4K),50.0,2025,37990,1690,4.4
Hisense,Google TV,Ultra HD (4K),75.0,2022,99999,1299,4.3
Coocaa,Coolita,HD Ready,32.0,2021,8499,3280,4.2
